,foodname_ESP,foodname_ENG,energy,fats,prot,water,fiber,carbs,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,chol,A,D,E,B9,B3,B2,B1,B12,B6,C,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,unsat_fats,salt,group
78,"avellana, cruda, con cáscara","filbert or hazelnut, raw, in shell",639.0,61.6,12.009,5.26,8.22,10.5,48.07,8.609,4.074,False,0.0,4.8,0.0,26.19,71.0,3.833,0.21,0.39,0.0,0.59,3.0,226.0,3.8,636.0,156.0,6.0,333.0,1.5,4.5,2.1,56.679,15.0,legumes
79,"avena, cruda","oat, raw",401.0,6.9,16.9,0.0,10.6,66.3,2.2,2.5,1.2,False,0.0,0.0,0.0,0.7,56.0,0.96,0.14,0.76,0.0,0.12,0.0,54.0,4.72,429.0,177.0,2.0,523.0,6.0,5.0,3.97,4.7,5.0,cereals
80,"avestruz, solomillo, crudo","ostrich, sirloin, raw",115.0,2.95,21.67,75.4,0.0,0.0,1.06,0.58,1.2,False,75.0,0.0,0.0,0.202,8.0,7.908,0.286,0.195,4.94,0.509,0.0,6.0,3.13,312.0,22.0,81.0,214.0,2.0,35.4,3.76,1.6400000000000001,202.5,meat
81,azafrán,saffron,350.0,5.9,11.4,11.9,3.9,61.5,0.429,2.067,1.586,False,0.0,27.0,0.0,0.0,0.0,1.46,0.267,0.115,0.0,1.01,0.0,110.0,11.1,1720.0,264.0,150.0,250.0,0.0,5.6,1.09,2.496,375.0,misc
82,azúcar blanca,"sugar, white",408.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,2.0,0.0,0.0,0.0,5.0,0.5,0.1,0.0,0.0,sweets
83,"azúcar, moreno","sugar, brown",398.0,0.0,0.0,1.1,0.0,97.6,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,85.0,1.9,320.0,22.0,40.0,24.0,0.0,1.2,0.1,0.0,100.0,sweets
84,bacaladilla,whiting,77.0,0.7,17.4,81.9,0.0,0.0,0.08,0.28,0.18,False,46.0,0.0,0.0,0.44,12.0,4.9,0.07,0.08,2.0,0.33,0.0,16.0,0.3,320.0,23.0,77.0,218.0,30.0,28.0,0.4,0.36000000000000004,192.5,seafood
85,"bacalao, ahumado","cod, smoked",80.0,0.55,18.3,81.2,0.0,0.0,0.2,0.2,0.1,False,56.0,2.0,4.0,0.44,5.0,2.0,0.05,0.04,1.0,0.17,3.5,9.0,0.1,390.0,25.0,1170.0,190.0,11.0,147.8,0.4,0.4,2925.0,seafood
86,"bacalao, crudo","cod, raw",83.0,1.0,18.2,79.9,0.0,0.0,0.17,0.33,0.17,False,61.0,5.0,0.0,0.47,12.0,2.4,0.05,0.05,1.0,0.2,0.0,13.0,0.1,340.0,24.0,68.0,180.0,170.0,27.0,0.4,0.5,170.0,seafood
87,"bacalao, fresco, al horno","cod, fresh, baked",100.0,1.0571,22.1,76.3,0.0,0.0,0.14,0.4,0.2,False,58.0,0.0,0.0,0.6,12.0,2.1,0.07,0.08,1.5,0.33,0.0,18.0,0.4,300.0,34.0,210.0,164.0,147.7,37.6,0.4,0.54,525.0,seafood
88,"bacalao, frito","codfish, fried",75.0,0.7,16.97,82.1,0.0,0.0,0.1,0.3,0.1,False,46.0,5.85,1.17,0.4,6.3,4.41,0.05,0.06,1.75,0.27,1.35,15.2,0.28,296.0,21.85,44.28,161.5,101.75,25.9,0.37,0.4,110.7,seafood
89,"bacalao, salado, crudo","cod, salted, raw",322.0,1.75,75.0,23.3,0.0,0.0,0.2,0.59,0.71,False,50.0,15.0,5.0,1.3,14.0,1.1,0.45,0.08,5.0,0.6,0.1,50.0,3.6,160.0,28.0,8100.0,891.0,60.0,28.0,1.0,0.79,20250.0,seafood
90,"bacalao, salado, remojado, crudo","cod, salted, steeped, raw",110.0,0.4,26.0,73.6,0.0,0.0,0.0,0.2,0.1,False,50.0,15.0,7.0,1.0,0.0,5.5,0.05,0.05,5.0,0.22,0.0,28.0,0.2,100.0,21.0,3120.0,157.0,60.0,27.0,0.4,0.2,7800.0,seafood
91,"bacón, ahumado, a la parrilla","bacon, smoked, grilled",292.0,22.1,23.4,50.5,0.0,0.0,9.3,2.9,8.3,False,80.0,0.0,0.6,0.07,2.0,7.0,0.16,0.9,1.0,0.46,0.0,7.0,0.7,330.0,21.0,1760.0,190.0,7.0,12.0,2.2,12.200000000000001,4400.0,meat
92,"bacon, crudo, con grasa separable","bacon, raw, with separable fat",546.0,57.5,8.7,33.7,0.0,0.09,26.33,6.75,21.26,False,100.0,0.01,0.01,0.23,2.0,1.8,0.11,0.36,0.8,0.3,0.0,13.0,1.2,160.0,12.0,680.0,108.0,1.2,25.0,1.8,33.08,1700.0,meat
93,"bambú, crudo","bamboo, raw",34.0,0.3,2.6,91.0,2.2,5.2,0.007,0.134,0.069,False,0.0,6.0,0.0,1.0,7.0,0.6,0.07,0.15,0.0,0.24,4.0,13.0,0.5,533.0,3.0,4.0,59.0,0.0,0.8,1.1,0.14100000000000001,10.0,vegetables
94,"barra chocolate, tipo ""bounty""","chocolate bar, type ""bounty""",492.0,26.6,4.6,10.8,3.5,58.0,8.7,1.0,16.5,False,3.0,60.0,0.01,0.08,7.0,0.3,0.11,0.05,0.01,0.05,1.2,100.0,1.5,316.0,44.4,164.0,140.0,21.1,5.0,1.7,9.7,410.0,sweets
95,"barra de chocolate, tipo ""kit-kat""","chocolate bar, type ""kit kat""",501.0,24.477,6.5,3.5,1.3,63.0,11.2,0.6,11.6,False,17.0,34.1667,0.08,1.0,9.0,0.4,0.26,0.07,0.54,0.06,1.0,106.0,1.2,200.0,52.0,125.0,153.0,21.1,5.0,1.1,11.799999999999999,312.5,sweets
96,"barra de chocolate, tipo ""mars""","chocolate bar, type ""mars""",456.0,18.4833,5.6,7.3,0.6,65.9,7.0,0.67,10.0,False,20.0,6.6667,0.1,1.5,9.0,0.3,0.2,0.05,0.26,0.08,0.0,145.0,1.3,240.0,40.0,158.0,150.0,21.1,1.6,1.1,7.67,395.0,sweets
97,barrita cereales con chocolate,"cereal bar, with chocolate",397.0,7.0,9.0,9.5,1.5,73.0,3.8,1.1,3.5,False,0.0,13.5,0.0,0.9,165.0,15.0,1.3,1.1,0.8,1.6,0.0,65.3,11.0,210.0,51.6,160.0,172.9,14.6,6.3,1.6,4.9,400.0,cereals
98,barrita cereales con frutas,"cereal bar, with fruit",395.0,5.0,8.0,7.5,1.5,78.0,2.3,1.2,2.0,False,0.0,2.5,0.0,0.9,165.0,15.0,1.3,1.1,0.8,1.6,1.1,14.0,11.0,186.9,48.9,200.0,134.8,3.5,6.3,1.4,3.5,500.0,cereals
99,barrita cereales maíz y trigo,"cereal bar, with corn and wheat",431.0,13.8,7.4,9.4,1.1,68.3,0.0,0.0,10.1,False,0.0,0.0,0.0,2.94,15.0,9.091,0.773,0.682,0.0,0.909,0.0,31.0,2.56,143.0,46.0,500.0,136.0,3.7,24.9,1.78,0.0,1250.0,cereals
100,barrita cereales trigo y chocolate,"cereal bar, with wheat and chocolate",437.0,14.8,8.3,8.9,1.4,66.6,0.0,0.0,10.6,False,0.0,13.5,0.0,0.9,17.0,2.8,0.09,0.09,0.0,0.08,0.0,65.3,2.2,210.0,51.6,224.6,172.9,14.6,6.3,1.6,0.0,561.5,cereals
101,batido de chocolate,"milk shake, chocolate",83.0,3.6,2.7,83.1,0.8,9.8,1.0,0.1,2.3,True,13.0,36.17,0.0,0.09,5.0,0.75,0.09,0.04,0.36,0.04,1.0,111.0,0.3,192.0,22.0,49.0,95.0,7.2,1.9,0.4,1.1,122.5,dairy
102,batido de fresa,"milk shake, strawberry",66.0,1.0,2.8,84.2,0.8,11.2,2.9,0.7,0.62,True,12.0,22.8,0.01,0.04,1.72,0.74,0.19,0.04,0.2,0.04,0.09,110.0,0.09,183.0,11.31,95.0,90.0,7.2,2.3,0.39,3.5999999999999996,237.5,dairy
103,batido de soja,soya shake,82.0,5.2,5.0,85.9,0.0,3.9,1.0,2.6,0.6,False,0.0,0.0,0.0,0.74,19.0,0.1,0.03,0.07,0.0,0.07,0.47,100.0,0.4,120.0,15.0,32.0,47.0,0.0,1.3,0.2,3.6,80.0,dairy
104,batido fermentado de soja,soy yogurt,90.0,1.18,2.35,78.18,0.6,17.06,1.0,2.6,0.0,True,0.0,0.0,0.0,0.0,19.0,0.1,0.03,0.07,0.0,0.0,17.6,176.0,0.64,120.0,15.0,15.0,47.0,0.0,1.3,0.2,3.6,37.5,dairy
105,"batido lácteo de cacao, bajo en calorías","milk shake, cacao, light",48.0,1.9,3.1,90.4,0.0,4.6,0.0,0.1,0.3,False,0.0,70.3,0.3,0.7,21.1,1.3,0.18,0.1,0.36,0.15,4.2,110.0,1.1,180.7,24.6,88.3,95.0,10.6,3.7,0.9,0.1,220.75,dairy
106,"batido lácteo, de fresa, bajo en calorías","milk shake, strawberry, light",112.0,0.34,3.8,72.9,1.6,22.9,0.0,0.1,0.3,False,3.4,70.3,0.3,0.7,21.1,1.3,0.13,0.1,0.2,0.15,4.2,111.6,1.1,180.7,24.6,88.3,52.8,10.6,3.7,0.9,0.1,220.75,dairy
107,bebida de soja,soya drink,53.0,1.84,3.2,87.9,1.3,5.76,0.314,0.802,0.206,False,0.0,2.0,0.0,0.74,1.0,0.883,0.42,0.12,0.0,0.062,0.0,100.0,0.8,191.0,28.0,3.0,47.0,0.0,1.3,0.39,1.116,7.5,dairy
108,bebida energética,energy drink,5.0,0.08,0.25,98.35,0.0,0.7,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.995,8.5,0.575,0.025,1.99,1.9,0.0,13.0,0.02,3.0,3.0,39.0,0.0,0.4,0.2,0.0,0.0,97.5,drinks
109,bebida isotónica,sport drink,32.0,0.0,0.0,92.1,0.0,7.9,0.0,0.0,0.0,False,0.0,0.0,0.0,0.5,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.8,0.0,2.2,5.0,24.0,1.0,1.0,0.0,0.0,0.0,60.0,drinks
110,berberechos,cockles,48.0,0.5,10.7,88.8,0.0,0.0,0.03,0.13,0.05,False,40.0,250.0,0.0,0.4,17.0,4.1,0.14,0.04,0.0,0.1,0.0,128.0,24.0,314.0,51.0,56.0,130.0,160.0,24.3,1.3,0.16,140.0,seafood
111,berberechos en conserva,"cockles, canned",48.0,0.5,10.7,88.8,0.0,0.0,0.03,0.13,0.05,False,40.0,250.0,0.0,0.37,12.8,4.1,0.14,0.04,0.0,0.03,0.0,128.0,24.0,43.0,51.0,3520.0,204.0,160.0,45.0,1.3,0.16,8800.0,seafood
112,berenjena,aubergine,20.0,0.2,0.7,92.2,2.4,3.8,0.0,0.09,0.0,False,0.0,8.0,0.0,0.03,19.0,0.6,0.03,0.04,0.0,0.1,4.0,10.0,0.3,262.0,13.0,3.0,21.0,0.0,0.4,0.1,0.09,7.5,vegetables
113,"berenjena, frita, en aceite de girasol","aubergine, fried, in sunflowerseed oil",299.0,31.9038,1.2,59.5,2.9,2.7061,7.2,19.6,3.7,False,0.0,20.8333,0.0,5.5,5.0,0.0,0.0,0.0,0.0,0.07,1.0,8.0,0.5,170.0,8.0,2.0,25.0,4.4,0.3,0.1,26.8,5.0,vegetables
114,"berro, crudo","watercress, raw",12.0,0.2,2.2,93.5,2.6,0.3,0.0,0.08,0.0,False,0.0,483.33,0.0,1.2,127.9,0.8,0.12,0.1,0.0,0.13,60.0,157.0,1.3,304.0,20.0,60.0,53.0,0.0,0.9,0.2,0.08,150.0,vegetables
115,besugo,sea bream,90.0,1.8,18.12,80.1,0.0,0.0,0.6,0.301,0.4,False,56.5,9.0,0.19,1.48,10.41,2.89,0.06,0.06,2.91,0.05,0.0,40.72,0.8,310.0,25.21,20.0,210.0,7.07,45.0,0.44,0.901,50.0,seafood
116,"bígaro, hervido","periwinkle, boiled",95.0,1.2,20.75,68.25,0.0,0.0,0.2,0.4,0.2,False,105.0,84.0,0.0,3.9,11.0,1.85,0.295,0.17,27.0,0.375,0.0,130.0,11.6,260.0,305.0,875.0,200.0,0.0,89.6,2.2,0.6000000000000001,2187.5,seafood
117,bizcocho,sponge cake,383.0,21.9,6.5,28.2,0.8,39.6,6.78,1.01,13.13,True,179.0,248.0,0.84,0.91,34.0,0.17,0.16,0.05,0.5,0.1,0.0,25.0,0.9,75.0,9.0,46.0,93.0,12.1,6.3,0.5,7.79,115.0,cereals
118,bocadillo,sandwich,225.0,4.08,11.06,47.21,2.38,35.28,1.37,0.64,1.34,False,0.0,9.72,8.0,0.0,0.9,2.09,0.08,0.13,0.14,0.09,0.0,57.8,1.46,116.48,20.89,536.79,83.03,4.79,0.0,0.95,2.0100000000000002,1341.975,misc
119,bogavante,clawed lobster,92.0,2.0,18.3,79.7,0.0,0.0,0.38,0.74,0.24,False,150.0,0.0,0.0,0.4,17.0,5.3,0.11,0.12,1.0,0.06,0.0,60.0,0.7,220.0,34.0,270.0,261.0,37.0,63.6,2.3,1.12,675.0,seafood
120,"bogavante, hervido","lobster, boiled",104.0,1.5714,22.1,74.3,0.0,0.0,0.3,0.6,0.2,False,110.0,0.0,0.0,1.47,9.0,1.5,0.0,0.08,3.0,0.08,0.0,62.0,0.8,260.0,34.0,330.0,260.0,140.0,51.8,2.5,0.8999999999999999,825.0,seafood
121,"bollería, genérico",bakery,448.0,23.0,7.0,15.1,2.3,52.8,7.68,6.21,8.35,False,253.0,150.0,1.23,0.0,8.0,1.5,0.08,0.05,0.0,0.06,0.0,40.0,1.0,78.0,19.0,178.0,91.0,0.0,3.0,0.6,13.89,445.0,cereals
122,bombón,chocolate,477.0,21.2,4.8,7.2,0.8,66.0,6.75,0.741,12.3,False,28.0,33.16,0.0,0.7,10.0,1.85,0.14,0.06,0.0,0.02,0.0,121.0,1.3,420.0,43.0,58.0,120.0,6.0,2.8,1.7,7.491,145.0,sweets
123,"boniato, crudo","sweet potato, raw",101.0,0.3,1.2,71.5,2.9,23.0,0.0,0.13,0.0,False,0.0,666.667,0.0,4.0,52.0,0.8,0.06,0.1,0.0,0.13,25.0,22.0,0.7,300.0,13.0,19.0,44.0,0.0,1.0,0.3,0.13,47.5,vegetables
124,"bonito del norte, al vapor","albacore, steamed",164.0,4.7,30.0,64.0,0.0,0.0,0.98,2.0,1.2,False,54.0,26.0,3.5,0.9,10.0,11.2,0.07,0.2,3.0,0.37,0.0,9.0,1.6,277.0,28.0,43.0,182.0,0.0,65.7,0.7,2.98,107.5,seafood
125,"bonito del norte, enlatado en aceite de soja","albacore, canned, soybean oil",206.0,8.4,32.2,57.8,0.0,0.0,1.8,4.2,1.8,False,33.0,26.0,3.1,2.0,5.0,8.0,0.1,0.1,5.0,0.52,0.0,10.0,1.2,267.0,33.0,347.0,200.0,0.0,60.1,1.1,6.0,867.5,seafood
126,bonito en aceite vegetal,albacore in vegetable oil,200.0,11.5,23.875,64.7,0.0,0.0,3.1,5.4,1.8,False,46.7,0.0,23.8,7.2,15.5,13.5,0.11,0.05,5.0,0.42,0.0,28.5,1.0,333.0,29.0,396.0,0.0,37.0,60.1,1.1,8.5,990.0,seafood
127,"bonito, enlatado en aceite, escurrido","albacore, canned in oil, drained",204.0,4.73,26.23,59.5,0.0,0.0,1.03,1.26,1.13,True,46.7,5.0,23.8,7.2,15.5,13.5,0.11,0.05,5.0,0.42,0.0,28.5,1.0,267.0,29.0,347.0,200.0,0.0,60.1,1.1,2.29,867.5,seafood
128,boquerón,anchovy,128.0,6.3,17.6,76.1,0.0,0.0,1.33,2.18,1.65,False,69.0,47.0,8.0,0.02,8.7,8.3,0.3,0.06,1.9,1.1,0.0,30.0,1.0,331.0,29.0,116.0,182.0,45.0,36.5,0.5,3.5100000000000002,290.0,seafood
129,"boquerón, frito","anchovy, fried",137.0,6.0,20.09,72.9,0.0,0.5,0.81,2.3,2.3,False,69.0,28.71,6.3,0.02,4.57,6.84,0.21,0.05,1.66,0.01,0.0,26.79,0.93,331.0,26.6,104.0,182.0,18.5,0.0,0.43,3.11,260.0,seafood
130,borraja,borage,26.0,0.7,1.8,94.4,0.0,3.06,0.211,0.109,0.17,False,0.0,210.0,13.0,0.0,13.0,0.0,0.15,0.06,0.0,0.084,35.0,93.0,3.3,470.0,52.0,80.0,53.0,0.0,0.9,0.2,0.32,200.0,vegetables
131,"breca, cruda","pandora, raw",76.0,1.59,15.4,82.6,0.0,1.0,0.36,0.38,0.35,True,48.0,2.2,14.0,2.6,6.0,7.8,0.07,0.07,2.0,0.45,0.0,30.0,0.4,316.0,26.0,141.0,210.0,7.0,28.0,0.5,0.74,352.5,seafood
132,"brécol, crudo","broccoli, raw",26.0,0.4,3.0,90.7,3.0,2.4,0.0,0.2,0.07,False,0.0,69.0,0.0,1.0,110.0,1.0,0.13,0.1,0.0,0.19,110.0,93.0,1.4,370.0,25.0,13.0,67.0,2.0,3.0,0.6,0.2,32.5,vegetables
133,"brécol, hervido","broccoli, boiled",24.0,0.8,3.1,91.1,0.65,1.1,0.1,0.4,0.2,False,0.0,75.0,0.0,1.1,64.0,1.3,0.05,0.05,0.0,0.11,44.0,40.0,1.0,170.0,13.0,13.0,57.0,2.0,0.0,0.4,0.5,32.5,vegetables
134,butifarra,butifarra sausage,241.0,20.0,10.0,63.0,0.0,5.5,8.9,3.0,6.8,False,50.0,0.0,0.01,0.01,2.0,2.4,0.13,0.04,0.0,0.1,0.0,51.0,1.9,140.0,15.0,703.0,51.0,0.0,11.5,0.0,11.9,1757.5,meat
135,"caballa, al horno","mackerel, baked",249.0,20.3333,16.7,61.0,0.0,0.0,8.2,5.2,4.9,False,80.0,50.0,7.5,1.6,5.0,7.0,0.4,0.15,10.0,0.5,0.0,17.0,1.3,380.0,29.0,90.0,250.0,46.5,31.9,0.5,13.399999999999999,225.0,seafood
136,"caballa, cruda","mackarel, raw",182.0,11.9,18.68,69.4,0.0,0.0,2.363,2.47,3.449,True,76.0,45.0,4.0,1.3,1.2,12.47,0.36,0.13,9.0,0.63,0.0,12.0,1.2,386.0,30.0,84.0,244.0,51.0,39.0,0.519,4.833,210.0,seafood
137,"caballa, enlatada en aceite, escurrida","mackerel, canned in oil, drained",208.0,16.6,14.9,67.85,0.0,0.0,6.25,4.25,3.7,False,68.0,52.25,4.65,0.7,9.0,5.8,0.21,0.05,7.3,0.2,0.01,17.0,1.65,277.5,25.0,382.0,113.0,46.5,31.9,1.6,10.5,955.0,seafood
138,"cabracho o rascacio, crudo","red rockfish, raw",92.0,1.6857,19.0,79.0,0.0,0.0,0.33,0.48,0.37,False,35.0,57.0,0.0,0.0,3.4,0.0,0.07,0.04,0.0,0.0,0.01,9.0,0.4,405.0,26.0,60.0,178.0,0.0,63.0,0.1,0.81,150.0,seafood
139,"cabrito lechal, costillar, asado","kid, ribs, roasted",265.0,19.5,22.46,56.98,0.0,0.0,6.04,0.85,6.26,True,88.56,0.0,20.0,0.21,1.9,3.07,0.05,0.1,2.36,0.54,0.0,18.71,0.75,280.9,18.34,93.24,174.16,0.0,10.69,3.01,6.89,233.1,meat
140,"cabrito lechal, costillar, crudo","kid, ribs, raw",225.0,17.49,17.11,64.5,0.0,0.0,6.12,0.84,6.12,True,64.26,0.0,0.0,0.24,4.31,2.72,0.14,0.11,1.61,0.83,0.0,9.56,0.57,248.93,15.82,64.06,156.77,0.0,7.79,2.24,6.96,160.15,meat
141,"cabrito lechal, espalda, cruda","kid, back, raw",205.0,14.58,18.63,65.83,0.0,0.0,5.19,0.73,5.2,True,61.79,0.0,0.0,0.27,3.44,2.63,0.1,0.13,2.28,0.77,0.0,13.7,0.81,288.19,18.76,85.14,187.81,0.0,10.6,3.15,5.92,212.85,meat
142,"cabrito lechal, pierna, cruda","kid, leg, raw",190.0,12.79,18.78,67.4,0.0,0.0,4.34,0.6,4.37,True,65.76,0.0,0.0,0.23,3.62,3.23,0.11,0.11,2.07,0.66,0.0,9.94,0.63,295.77,18.68,71.35,190.56,0.0,9.1,2.53,4.9399999999999995,178.375,meat
143,"cabrito, parte s/e, crudo, con grasa separable","kid, part n/e, raw, with separable fat",114.0,4.0,19.3,76.7,0.0,0.0,2.2,0.3,1.5,False,56.0,0.0,0.4,0.09,5.0,6.0,0.1,0.32,2.0,0.3,0.0,9.0,0.9,385.0,22.0,82.0,220.0,5.0,1.0,2.0,2.5,205.0,meat
144,"cacahuete, crudo, con cáscara","peanut, raw, in shell",544.0,43.06,25.23,10.58,8.1,7.91,23.14,13.19,6.75,True,0.0,0.333,0.0,10.94,110.0,18.383,0.155,0.9,0.0,0.44,0.0,60.0,2.5,670.0,210.0,2.0,430.0,13.0,7.2,3.5,36.33,5.0,legumes
145,"cacahuete, frito, salado","peanut, fried, salted",592.0,50.3138,26.8,2.6,8.4,8.9,24.2,14.4,9.5,False,0.0,0.0,0.0,8.5,52.0,15.0,0.12,0.25,0.0,0.3,0.0,62.0,2.5,720.0,180.0,430.0,387.0,19.0,4.0,2.9,38.6,1075.0,legumes
146,"cacahuete, tostado, salado","peanut, toasted, salted",600.0,53.0,24.5,8.5,6.9,7.1,24.2,16.5,9.5,False,0.0,0.0,0.0,0.66,52.0,18.9,0.1,0.18,0.0,0.63,0.0,37.0,1.3,810.0,180.0,400.0,410.0,19.0,4.0,2.9,40.7,1000.0,legumes
147,"cacao en polvo, azucarado","soluble cocoa, with sugar, powder",390.0,4.0,5.88,1.5,3.5,81.02,1.32,0.12,2.5,True,6.0,1.0,0.0,0.53,15.0,3.08,0.56,0.1,1.32,0.11,1.8,141.0,1.19,712.0,83.0,504.0,315.0,3.1,5.0,1.46,1.44,1260.0,sweets
148,"cacao, en polvo, azucarado, bajo en calorías","soluble cocoa, with sugar, powder, light",386.0,8.1,9.8,13.0,0.8,67.1,2.56,0.25,4.47,False,6.0,0.0,0.0,0.43,15.0,1.08,1.4,0.267,0.0,0.318,0.0,40.0,4.96,550.0,208.0,200.0,210.0,3.1,16.7,3.44,2.81,500.0,drinks
149,"café, con leche","coffee infusion, with milk",38.0,2.3654,1.7,94.0,0.0,2.45,0.6235,0.0656,1.2032,False,8.0,15.8333,0.01,0.04,1.66,0.7,0.08,0.02,0.1,0.01,0.5,55.0,0.05,90.0,8.0,23.0,42.0,17.4,2.8,0.18,0.6891,57.5,drinks
150,"café, en grano o molido, descafeinado","coffee, seed or powder, descaffeinated",303.0,15.4,10.4,43.8,58.2,30.4,1.1,5.1,5.2,False,0.0,0.0,0.0,0.0,0.0,9.3,0.19,0.0,0.0,0.0,0.0,120.0,3.8,1869.0,222.0,69.0,148.0,0.0,0.0,0.0,6.199999999999999,172.5,drinks
151,"café, en polvo, sin reconstituir","coffee, powder",111.0,0.3,18.5,3.1,0.0,8.0,0.0,0.12,0.12,False,0.0,0.0,0.0,0.0,3.0,28.2,0.09,0.0,0.0,0.03,0.0,150.0,4.4,3750.0,320.0,39.0,303.0,0.5,12.6,1.1,0.12,97.5,drinks
152,"café, en polvo, soluble","soluble coffee, powder",120.0,0.0,18.5,46.0,20.7,11.0,0.041,0.2,0.19,False,0.0,0.0,0.0,0.0,0.0,24.9,0.11,0.0,0.0,0.03,0.0,160.0,4.4,4000.0,390.0,41.0,350.0,0.0,0.0,0.5,0.24100000000000002,102.5,drinks
153,"café, infusión","coffee, brewed",2.0,0.18,0.12,97.8,0.0,0.0,0.0,0.092,0.092,False,0.0,0.0,0.0,0.01,1.0,5.207,0.177,0.001,0.0,0.002,0.2,2.0,0.13,115.0,80.0,14.0,7.0,0.0,0.0,0.05,0.092,35.0,drinks
154,"café, infusión, descafeinado","coffee, brewed, decaffeinated",2.0,0.18,0.12,97.8,0.0,0.0,0.0,0.092,0.092,False,0.0,0.0,0.0,0.01,1.0,5.207,0.177,0.001,0.0,0.002,0.2,2.0,0.13,115.0,80.0,14.0,7.0,0.0,0.0,0.05,0.092,35.0,drinks
155,"café, sucedáneo, soluble","coffee, substitute, instant",410.0,3.4,12.3,3.3,0.1,80.9,0.37,1.77,0.63,False,0.0,0.0,0.0,0.0,0.0,17.47,0.1,0.01,0.0,0.22,0.0,250.0,2.0,1840.0,244.0,73.0,450.0,0.0,14.8,0.5,2.14,182.5,drinks
156,calabacín,courgette,17.0,0.2,1.8,94.6,1.0,2.0,0.02,0.09,0.04,False,0.0,4.0,0.0,0.0,50.0,0.56,0.04,0.05,0.0,0.11,20.0,19.0,0.4,230.0,18.0,3.0,31.0,1.0,0.2,0.3,0.11,7.5,vegetables
157,"calabacín, asado","courgette, roasted",18.0,0.39,1.76,93.7,1.6,1.76,0.1,0.2,0.1,False,0.0,5.0,0.0,0.06,35.1,0.5,0.02,0.1,0.0,0.12,14.18,25.5,0.78,352.8,21.56,0.98,44.1,1.99,0.98,0.29,0.30000000000000004,2.45,vegetables
158,"calabaza, cruda","pumpkin, raw",32.0,0.5,1.2,89.4,2.4,5.6,0.07,0.0,0.26,False,0.0,34.0,0.0,0.1,25.0,0.1,0.07,0.0,0.0,0.1,12.0,18.0,0.4,304.0,10.0,1.0,30.0,1.0,0.0,0.2,0.07,2.5,vegetables
159,"calabaza, hervida","pumpkin, boiled",12.0,0.15,0.6,96.5,0.5,2.1,0.0,0.0,0.1,False,0.0,159.17,0.0,1.06,10.0,0.2,0.0,0.14,0.0,0.03,7.0,23.0,0.1,84.0,7.0,76.0,15.0,1.0,0.0,0.2,0.0,190.0,vegetables
160,"calamar, asado","squid, roasted",81.0,1.3,16.58,81.2,0.0,0.5,0.09,0.43,0.31,False,222.0,63.0,0.0,2.16,0.0,3.24,0.11,0.06,1.14,0.05,0.0,17.64,1.57,83.25,32.3,247.6,209.95,0.0,44.8,1.53,0.52,619.0,seafood
161,"calamar, conserva","squid, canned",89.0,2.0,17.0,80.5,0.0,0.5,0.15,0.74,0.52,False,200.0,70.0,0.0,0.82,3.4,3.6,0.14,0.07,1.3,0.03,0.0,78.0,1.7,90.0,36.0,430.0,185.0,64.0,44.8,1.2,0.89,1075.0,seafood
162,"calamar, crudo","squid, raw",72.0,1.47,14.0,79.75,0.0,1.0909,0.18,0.66,0.46,True,187.5,15.0,0.0,1.2,5.0,2.8,0.16,0.06,2.15,0.375,0.0,20.3333,3.9,316.333,31.6667,136.5,158.5,0.0,44.8,2.1,0.8400000000000001,341.25,seafood
163,calamares en aceite vegetal,squid in vegetable oil,217.0,13.8,22.5,63.1,0.0,0.6,5.9,3.3,2.3,False,66.9,125.0,2.9,1.5,1.0,17.1,0.15,0.12,9.8,0.06,0.09,17.2,1.01,278.0,28.9,382.0,272.0,5.57,39.0,0.51,9.2,955.0,seafood
164,caldo vegetal,vegetable stock,105.0,2.4,11.3,77.2,0.0,9.1,1.1,0.0,1.3,False,0.0,62.45,0.0,1.94,0.58,0.0,0.01,0.0,0.84,0.14,0.0,20.0,2.5,74.3,50.3,278.3,115.5,0.1,0.0,1.3,1.1,695.75,misc
165,callos de ternera,"tripe, veal, raw",95.0,3.95,14.56,80.0,0.0,0.0,1.31,0.07,2.03,True,95.0,0.0,0.0,0.08,2.0,0.06,0.17,0.01,1.54,0.04,0.0,9.0,1.95,270.0,8.0,46.0,79.0,0.0,45.6,2.47,1.3800000000000001,115.0,meat
166,camarón,shrimp or common prawn,83.0,0.6,17.6,80.3,0.0,1.5,0.2,0.1,0.1,False,195.0,0.0,0.0,2.85,12.0,3.2,0.1,0.04,7.0,0.05,0.0,79.0,1.6,330.0,34.0,190.0,180.0,90.0,24.3,1.5,0.30000000000000004,475.0,seafood
