foodname_ESP,foodname_ENG,quantity,energy,fats,prot,carbs,water,fiber,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,A,D,E,B9,B3,B2,B1,B12,B6,C
Queso edam,"Cheese, edam type",100,336.0,28.3,20.7,42.3,,,7.92,0.91,17.3,False,238.0,0.18,0.8,20.0,6.1,0.4,0.04,1.5,0.1,0.0,746.0,0.6,746.0,30.0,440.0,462.0,45.0,20.5,2.6
Queso emmental,Emmental cheese,100,367.0,28.8,27.3,36.7,,,8.9,1.0,17.3,True,231.0,0.3,0.35,9.0,7.1,0.34,0.05,2.2,0.1,0.0,1029.0,0.8,98.0,45.0,275.0,746.0,2.0,11.0,2.3
Queso en porciones,"Processed cheese, portions",100,310.0,25.5,18.0,54.0,0.0,2.5,10.1,1.05,14.24,True,299.0,0.28,1.0,5.0,4.2,0.3,0.03,0.3,0.01,0.0,276.0,0.1,150.0,30.0,935.0,535.0,38.5,14.5,0.5
Queso flor de guía,"Cheese, ""flor de guía"" type",100,387.0,31.06,27.21,35.35,0.0,,,,,False,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,801.94,0.34,118.24,44.89,613.25,600.93,,,3.84
Queso fresco de burgos,"Soft cheese, ""burgos"" type",100,198.0,15.4,12.4,68.4,0.0,2.5,4.28,0.74,9.46,False,194.0,0.0,0.56,14.0,4.1,0.17,0.02,0.66,0.08,0.0,338.0,0.5,121.0,16.0,272.0,170.0,4.8,14.5,1.3
"Queso fresco, cabra","Goat cheese, uncured",100,298.0,23.9333,19.8,50.2333,0.0,1.1,6.2197,0.8142,15.3569,False,65.0,,0.05,5.0,0.26,0.24,0.04,0.78,0.09,,543.0,0.398,90.0,88.0,480.0,818.0,2.0,2.8,2.034
"Queso fresco, desnatado, con frutas","Uncured cheese, skimmed, with fruit",100,96.0,0.1,8.1,76.3,0.23,15.3,,,,False,2.4,,0.0,5.7,0.15,,0.04,0.18,0.1,,93.0,0.4,113.0,12.0,32.0,77.0,2.0,2.8,0.5
"Queso fundido, extragraso (>60% MG/ES)","Processed cheese, >60 % fidm",100,325.0,31.2,9.3,52.2,0.0,2.4,10.0,0.9,19.45,False,216.667,0.2,0.6,3.0,0.07,0.35,0.04,0.25,0.08,,261.0,0.414,92.0,29.0,472.0,457.0,35.0,19.0,0.675
Queso gata-hurdes,"Cheese, ""gata-hurdes"" type",100,385.0,33.63,21.16,41.55,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,454.75,0.31,105.28,25.13,638.96,318.34,,,1.81
Queso gaztazarra,"Cheese, ""gaztazarra"" type",100,328.0,28.5,18.44,46.44,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,608.51,0.29,150.54,31.21,647.99,436.65,,,2.18
Queso Gouda,Gouda cheese,100,326.0,27.4,20.36,42.35,0.0,,7.8,0.66,17.7,False,303.0,0.24,0.53,21.0,0.07,0.28,0.03,1.7,0.07,,854.0,0.4,114.0,29.0,604.897,490.0,3.6,1.6,2.2
Queso grazalema,"Cheese, ""grazalema"" type",100,376.0,32.31,21.89,40.19,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,785.34,0.31,98.98,52.28,452.37,501.29,,,2.33
Queso Gruyer,Gruyere cheese,100,375.0,31.3,23.42,35.5,0.0,0.36,8.7,1.1,18.8,False,240.167,0.26,0.8,5.0,6.0,0.19,0.04,1.6,0.07,0.0,880.0,0.8,120.0,51.0,429.14,710.0,2.0,14.5,2.3
Queso herreño,"Cheese, ""herreño"" type",100,367.0,30.25,24.08,39.23,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,650.85,0.34,114.67,35.26,892.69,469.69,,,2.49
Queso Ibores,"Cheese, ""ibores"" type",100,402.0,34.31,23.95,35.48,0.0,,8.72,0.92,25.31,False,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,897.41,0.95,110.35,46.37,751.53,580.84,,,3.49
Queso Mahón,"Cheese, ""mahón"" type",100,406.0,34.31,24.9,35.29,0.0,,10.3,1.5,20.02,False,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,714.77,0.42,125.45,30.45,876.01,503.46,,,3.09
Queso majorero,"Cheese, ""majorero"" type",100,360.0,28.75,25.66,38.4,0.0,,5.24,0.82,16.94,False,290.833,0.25,0.62,50.0,0.1,0.3,0.03,1.5,0.1,,779.53,0.35,114.2,44.17,800.19,574.55,,,3.05
Queso manchego,"Cheese ""manchego"" type",100,389.0,30.4,28.77,40.3,0.0,0.5,9.0,0.763,18.9,True,360.0,0.28,0.62,21.3,4.6,0.3,0.04,1.5,0.2,0.0,765.0,0.64,100.0,36.0,670.0,520.0,34.0,1.6,4.0
"Queso manchego, en aceite","Cheese, ""manchego"" type, in oil",100,467.0,40.455,26.5,27.7,0.0,,12.54,1.21,24.48,False,436.667,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,579.0,0.642,82.0,20.0,707.0,801.0,34.0,1.6,3.121
Queso mozzarella,Mozzarella cheese,100,223.0,16.1,19.5,64.4,0.0,0.0,4.01,0.4,8.67,False,,,,10.0,0.14,0.27,0.03,,0.6,0.0,632.0,0.2,67.0,24.0,373.0,428.0,,14.5,
Queso munster,Muenster-type cheese,100,333.0,28.709,19.1,48.5,0.0,,8.3,0.63,18.2,True,165.833,0.2,0.58,12.0,0.1,0.3,0.01,1.5,0.06,0.0,430.0,0.4,131.0,21.0,930.0,350.0,,14.5,2.7
Queso para untar,Chesee spread,100,361.0,32.4,15.63,47.7,0.0,2.3,9.9,1.0,19.6,False,299.0,0.28,1.0,15.1,4.167,0.34,0.03,0.28,0.08,0.0,420.0,0.1,149.0,32.3,925.0,754.0,38.5,2.7,0.54
"Queso para untar, con finas hierbas","Cheese spread, with spice and herbs",100,251.0,23.9,6.5,66.5,0.0,3.1,6.6,0.7,14.3,False,162.3,1.2,0.24,2.8,1.0,0.29,0.06,0.6,0.08,3.8,78.0,0.1,82.0,7.0,29.0,55.0,40.4,2.7,0.1
"Queso para untar, con salmón","Cheese spread, with salmon",100,258.0,24.3,7.3,65.3,0.0,3.1,6.6,0.7,14.3,False,163.2,1.2,0.24,2.8,1.0,0.29,0.06,0.6,0.07,3.8,84.0,0.1,89.0,7.0,32.0,59.0,40.4,2.7,0.2
"Queso para untar, natural, bajo en calorías","Cheese spread, plain, light",100,142.0,13.0,14.2,74.1,0.0,4.2,2.6,0.3,7.6,False,62.2,0.18,0.24,4.0,0.3,0.15,0.01,0.4,0.02,0.5,110.0,0.2,190.0,25.0,480.0,150.0,20.1,1.1,0.2
Queso parmesano,Parmesan cheese,100,367.0,26.5,32.3,30.5,,,7.7,0.58,16.7,True,368.0,0.46,0.9,20.0,7.7,0.33,0.02,1.5,0.1,0.0,1275.0,0.7,113.0,46.0,839.0,782.0,2.0,23.9,5.3
Queso pasiego,"Cheese, ""pasiego"" type",100,296.0,26.44,14.93,56.74,0.0,,,,,False,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,485.65,0.24,128.33,19.29,497.41,305.84,,,2.2
Queso pedroches,"Cheese, ""pedroches"" type",100,339.0,27.0,24.24,42.28,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,933.94,1.45,129.59,55.48,596.26,612.88,,,2.63
Queso peñamellera,"Cheese, ""peñamellera"" type",100,365.0,30.38,23.26,40.76,0.0,,,,,False,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,870.85,0.29,122.31,31.69,830.9,536.25,,,3.23
Queso picón,"Cheese, ""picón"" type",100,386.0,33.0,22.71,39.31,0.0,,,,,False,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,472.85,0.59,133.64,21.85,1351.1,485.39,,,3.41
Queso porrúa,"Cheese, ""porrúa"" type",100,381.0,32.0,23.79,39.41,0.0,,,,,False,388.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,847.6,0.33,146.22,33.11,438.35,578.38,,,3.4
Queso Raclette,Raclette cheese,100,356.0,28.3598,25.6,42.9,0.0,,7.9,1.5,17.4,False,216.667,0.2,0.5,51.0,0.1,0.2,0.02,1.5,0.07,0.0,550.0,0.2,112.0,14.0,760.0,450.0,,,2.3
"Queso rallado, genérico",Grated cheese,100,395.0,32.1,26.92,36.7,0.0,,9.3,1.73,17.12,False,240.17,0.26,0.8,10.0,6.4,0.319,0.018,2.0,0.128,0.0,881.0,0.349,86.0,33.0,588.0,581.0,2.0,1.6,4.1
Queso roquefort,Roquefort cheese,100,354.0,32.8,15.4,41.6,,,9.1,1.4,20.6,False,309.0,0.2,0.77,49.0,5.6,0.7,0.2,0.6,0.1,0.0,600.0,0.5,600.0,25.0,1522.0,445.0,2.0,14.5,2.0
Queso San Simón,"Cheese, ""san simón"" type",100,443.0,37.88,26.15,30.13,0.0,,9.63,1.22,20.58,True,340.0,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,954.69,0.3,123.29,35.58,552.0,594.25,2.0,1.6,3.34
"Queso semicurado, genérico",Semi-cured cheese,100,390.0,30.4,29.0,38.0,0.0,0.5,9.0,0.72,18.9,False,360.0,0.28,0.62,21.3,6.7,0.3,0.04,1.5,0.8,0.0,765.0,0.64,100.0,36.0,670.0,520.0,34.1,1.6,4.0
Queso serrat,"Cheese, ""serrat"" type",100,411.0,35.63,23.13,35.74,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,829.34,0.17,120.6,30.65,398.29,534.91,,,3.27
Queso servilleta,"Cheese, ""servilleta"" type",100,324.0,26.31,22.17,46.05,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,762.09,0.4,112.29,33.01,636.16,465.35,,,3.02
Queso Tetilla,"Cheese, ""tetilla"" type",100,374.0,32.19,21.62,41.46,0.0,,10.06,1.07,21.45,True,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,809.01,0.28,102.03,31.47,540.0,512.72,2.0,1.6,3.3
"Queso tierno, genérico",Fresh cheese,100,332.0,25.4,26.0,47.0,0.0,,7.28,0.73,13.68,False,218.0,0.18,0.6,20.0,5.2,0.3,0.02,1.4,0.2,0.0,470.0,0.9,100.0,28.0,670.0,520.0,34.0,1.6,3.0
Queso torta del casar,"Cheese, ""torta del casar"" type",100,362.0,32.38,18.25,46.64,0.0,,7.53,1.5,21.8,False,340.0,0.25,0.62,50.0,0.1,0.3,0.03,1.5,0.1,,525.59,0.53,112.22,33.14,538.19,388.56,2.0,1.6,1.97
Queso tupí,"Cheese, ""tupí"" type",100,609.0,59.81,19.2,19.16,0.0,,,,,False,374.0,0.25,0.62,20.65,5.1,0.3,0.04,1.5,0.1,0.0,671.61,0.2,117.32,26.8,421.03,421.36,,,2.68
Queso Zamorano,"Cheese, ""zamorano"" type",100,484.0,42.19,26.78,24.8,0.0,,9.0,0.54,25.85,False,388.333,0.25,0.62,20.0,0.1,0.3,0.03,1.5,0.1,,999.52,1.06,115.83,49.23,868.4,640.36,,,3.39
"Quinoa, cruda","Quinoa, raw",100,306.0,5.5556,13.8,11.5,7.9,49.195,1.4,2.1,0.5,False,0.0,0.0,0.45,30.0,2.9,0.4,0.2,0.0,0.2,0.0,79.0,7.8,780.0,210.0,61.0,230.0,,8.5,3.3
Rábano,Radish,100,16.0,0.3,0.6,94.8,1.2,2.6,,,,False,2.0,0.0,,50.0,0.3,0.04,0.03,0.0,0.1,23.0,20.0,0.8,243.0,7.0,12.0,18.0,1.2,2.0,0.2
Rabo de toro,Oxtail,100,200.0,14.0,18.6,67.4,0.0,0.0,6.6,0.49,6.3,False,22.0,,0.19,8.0,7.0,0.064,0.038,1.0,0.23,0.0,8.1,1.9,264.0,18.0,61.0,139.0,6.0,1.0,3.6
"Rape, a la parrilla","Monkfish, grilled",100,95.0,0.6,22.0,75.8,0.0,0.0,0.1,0.2,0.1,False,,,0.4,8.0,2.0,0.08,0.04,1.04,0.3,,12.0,0.5,388.0,30.0,88.0,480.0,,36.5,0.6
"Rape, crudo","Monkfish, raw",100,70.0,0.6,15.9,82.8,,,0.12,0.16,0.13,True,0.0,,0.85,7.0,1.5,0.06,0.03,0.9,0.2,0.0,8.0,0.3,284.0,21.0,41.0,330.0,,36.5,0.5
"Rape, plancha","Monkfish, griddle",100,87.0,2.0,17.0,81.0,0.0,0.0,0.16,1.03,0.51,False,0.0,0.0,0.0,13.0,2.0,0.1,0.07,1.0,0.0,0.85,64.0,1.0,274.0,20.0,109.0,180.0,,36.5,0.5
"Raya, cruda","Ray, raw",100,98.0,1.26,20.56,77.4,0.0,0.8,0.286,0.532,0.286,False,3.0,,0.0,3.0,5.85,0.01,0.02,6.0,0.37,0.0,38.0,0.75,250.0,30.0,90.0,155.0,3.0,36.5,0.98
"Refresco ""tipo gaseosa""","Soft drink, soda type",100,0.0,0.0,,99.5,0.0,,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,,3.0,1.0,25.0,,,0.0,
"Refresco con gas, sabor cola, sin cafeina","Cola drink, carbonated, decaffeinated",100,44.0,0.0,0.0,89.3,0.0,10.75,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,1.0,1.0,4.0,12.0,,0.1,0.01
"Refresco con gas, sabor cola, sin cafeina, bajo en calorías","Cola drink, light, carbonated, decaffeinated",100,,0.0,0.1,99.8,0.0,0.1,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.023,0.005,0.0,0.0,0.0,4.0,0.03,0.0,1.0,6.0,9.0,,0.1,0.08
Refresco de té,Tea soft drink,100,37.0,,0.1,91.18,0.0,9.09,,,,False,,0.0,,,0.1,0.01,,0.0,,0.0,3.0,,19.0,1.0,21.0,36.0,,,0.06
"Refresco de té, bajo en calorías",Tea soft drink light,100,0.0,,0.1,91.18,0.0,0.0,,,,False,,0.0,,,0.1,0.01,,0.0,,0.0,3.0,,19.0,1.0,21.0,36.0,,,0.06
"Refresco tipo ""tónica""","Soft drink, tonic water type",100,38.0,0.0,0.0,90.5,0.0,9.2,0.0,0.0,0.0,False,,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.0,,2.0,,0.0,0.0,2.0,0.0,,0.0,
"Refresco, con gas, sabor naranja","Soft drink, carbonated, orange flavoured",100,44.0,,,89.2,0.0,10.8,,,,False,16.0,0.0,,1.0,,,,0.0,,1.0,4.0,,18.0,4.0,6.0,1.0,1.0,,
"Refresco, sabor cola","Soft drink, cola flavoured",100,44.0,0.0,0.0,89.2,0.0,10.85,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03,1.0,1.0,8.0,15.0,0.0,0.1,0.01
"Refresco, sabor cola, bajo en calorías","Soft drink, cola flavoured, light",100,0.0,0.0,0.0,99.9,0.0,0.1,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03,4.0,1.0,7.0,12.0,0.0,0.1,0.03
"Refresco, sabor limón, con gas","Carbonated drink, lemon",100,46.0,,,88.664,0.0,11.3361,,,,False,,0.0,,,,0.02,,0.0,,,3.3587,0.04,4.3731,5.6431,4.2418,0.5,0.0,0.0,
"Refresco, sabor naranja, sin gas","Soft drink, orange flavoured, no carbonated",100,39.0,,0.1,89.1,0.0,9.365,,,,False,2.5,0.0,0.04,4.0,,,0.02,0.0,,6.0,13.0,0.1,40.0,4.0,1.0,4.0,0.0,0.0,
Regaliz,Liquorice,100,325.0,1.9,3.9,6.6,2.0,71.5,0.5,0.7,0.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.1,220.0,38.0,75.0,29.0,,,0.5
"Remolacha, en conserva","beetroot, canned",100,30.0,0.2,1.2,90.5,2.5,5.6,,0.1,,False,,0.0,,2.0,0.3,0.03,0.02,0.0,0.04,2.8,19.0,0.5,190.0,13.0,120.0,17.0,0.1,,0.3
Repollo,Cabbage,100,26.0,0.4,1.8,89.3,3.1,3.7,,0.3,0.1,False,4.0,0.0,0.2,78.0,0.3,0.02,0.12,0.0,0.2,49.0,57.0,0.6,270.0,6.0,16.0,46.0,2.0,1.0,0.4
Requesón,Cottage cheese,100,102.0,4.3,12.31,80.1,0.0,3.3,1.16,0.14,2.045,False,22.3,0.03,0.07,27.0,2.917,0.25,0.029,0.78,0.08,0.0,95.0,0.3,88.0,9.0,230.0,150.0,2.0,4.0,0.6
"Riñón, de cordero, crudo","Kidney, lamb, raw",100,95.0,2.9987,16.8,78.2,0.0,0.0,0.66,0.58,1.0,True,133.0,,0.43,30.0,7.51,2.1,0.5,54.0,0.26,8.0,12.0,7.4,255.0,16.0,180.0,255.0,6.0,93.0,2.4
"Riñón, de ternera, crudo","Kidney, veal, raw",100,107.0,4.324,16.8,77.0,0.0,0.0,0.96,0.87,1.4,True,140.0,1.0,0.2,55.0,7.0,2.2,0.34,25.0,0.48,12.0,10.0,8.6,260.0,16.0,184.0,260.0,6.0,93.0,1.9
Rodaballo,Turbot,100,98.0,3.6,16.1,80.3,0.0,0.0,0.83,1.19,1.12,True,14.0,,0.0,10.0,5.5,0.14,0.06,2.0,0.15,,22.0,1.0,290.0,20.0,114.0,192.0,16.0,36.5,0.5
Rollito de primavera,Chinese spring roll,100,251.0,11.94,8.28,50.6,2.6,27.29,3.036,5.601,2.116,False,1.2,0.0,0.02,8.0,2.725,0.077,0.165,0.44,0.167,0.0,40.0,1.41,165.0,18.0,468.0,85.0,2.7,0.0,0.62
Romero,Rosemary,100,345.0,15.2,5.0,9.3,24.1,46.4,3.014,2.34,7.37,False,313.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,50.0,317.0,28.9,550.0,150.0,50.0,50.0,,,0.93
Ron,Rum,100,232.0,,0.0,66.5,0.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,,1.0,5.0,0.0,0.0,0.0
Rosquilla,Ring-shaped pastry,100,350.0,13.2,7.8,27.0,2.7,49.3,3.9,0.8,7.9,False,76.0,0.42,0.67,39.0,3.18,0.16,0.2,0.24,0.12,0.0,93.0,2.72,90.0,11.0,281.0,150.0,15.0,9.1,0.3
Rúcula,Arugula,100,31.0,0.66,2.58,91.71,1.6,3.65,0.049,0.319,0.086,False,596.0,0.0,0.43,97.0,0.305,0.086,0.044,0.0,0.073,15.0,160.0,1.46,369.0,47.0,27.0,52.0,,0.3,0.47
Sal de mar,Sea salt,100,0.0,,0.0,4.0,0.0,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,56.0,70.0,35000.0,1.0,74.0,0.0,0.1
Sal yodada,Iodized salt,100,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.2,,290.0,38850.0,8.0,600.0,0.1,
Salami,Salami,100,435.0,40.2,17.8,28.4,0.1,1.3,19.09,4.0,14.86,False,1.7,0.7,0.11,3.0,3.3,0.2,0.29,1.5,0.3,0.0,17.0,2.2,240.0,12.0,1962.0,208.0,1.7,6.9,1.7
Salchicha de pollo fresca,Fresh chicken sausage,100,307.0,28.1,13.12,55.41,0.0,0.9,13.0,2.602,10.545,True,0.0,0.0,0.0,3.4,4.56,0.16,0.18,1.51,0.16,0.0,34.54,1.44,210.0,9.42,1060.0,150.0,1.77,11.5,2.62
"Salchicha, fresca","Sausage, fresh",100,307.0,28.1,13.12,55.41,0.0,0.9,12.3,2.602,10.545,True,0.0,0.0,0.0,3.4,4.56,0.16,0.18,1.51,0.16,0.0,34.54,1.44,210.0,9.42,1060.0,150.0,1.77,11.5,2.62
"Salchicha, tipo ""frankfurt""",Frankfurt sausage,100,288.0,26.0,12.7,56.4,0.1,1.3,12.02,2.96,9.33,True,15.0,0.2,0.15,3.0,2.4,0.2,0.3,0.5,0.1,0.0,20.0,1.0,170.0,11.0,900.0,173.0,6.9,8.3,1.4
"Salchicha, tipo país, a la plancha","Sausage, ""país"" type, griddle",100,386.0,34.5,18.57,42.86,0.0,0.86,10.68,2.42,8.57,False,0.0,0.0,0.29,2.14,3.2,0.18,0.29,1.14,0.23,1.14,21.43,1.71,214.29,11.43,857.14,178.57,5.5,9.2,3.93
"Salchicha, tipo viena","Sausage, viena type",100,274.0,25.2,10.3,62.5,0.0,2.0,12.5,1.7,9.3,False,0.0,0.2,0.22,4.0,1.61,0.11,0.34,1.02,0.12,0.0,10.0,0.88,101.0,7.0,953.0,49.0,5.5,16.9,1.6
Salchichón,Salchichon,100,422.0,34.7,25.8,38.0,0.0,2.0,15.93,5.83,12.3,True,,,0.28,3.0,10.0,0.21,0.2,1.0,0.15,0.0,15.0,2.4,207.0,10.0,1060.0,260.0,14.7,26.1,1.7
"Salema, cruda","Salema, raw",100,104.0,0.95,12.7,77.2,0.0,7.9,0.16,0.27,0.45,True,2.2,14.0,2.6,6.0,7.8,0.07,0.07,2.0,0.45,0.0,694.0,0.4,280.0,26.0,177.0,,7.0,28.0,0.5
Salmón,Salmon,100,182.0,12.0,18.4,69.6,0.0,0.0,5.43,3.1,2.16,True,13.0,8.0,2.0,26.0,10.4,0.15,0.2,5.0,0.75,0.0,27.0,0.7,310.0,26.0,98.0,250.0,28.3,20.0,0.8
Salmón ahumado,Smoked salmon,100,181.0,8.7,25.4,67.68,0.0,0.0,3.39,1.44,1.36,False,15.0,19.0,1.7,2.0,13.7,0.17,0.16,3.0,0.28,0.0,19.0,0.6,420.0,32.0,1880.0,250.0,28.0,32.4,0.4
"Salmón, plancha","Salmon, griddle",100,180.0,11.0,20.2,68.8,0.0,,4.4,3.1,1.9,False,13.0,8.0,1.91,16.0,7.2,0.13,0.2,4.0,0.68,0.0,13.0,0.4,360.0,27.0,45.0,250.0,37.0,0.0,0.6
Salmonete,Mullet,100,90.0,3.7,14.1,82.2,0.0,0.0,0.84,0.62,1.07,True,,0.8,0.51,11.0,1.9,0.07,0.05,2.0,0.42,0.0,30.0,0.7,340.0,25.0,91.0,220.0,190.0,29.0,0.5
Salsa agridulce,Sweet and sour sauce,100,121.0,2.38,0.48,71.24,0.8,23.99,0.695,1.142,0.37,False,0.0,0.0,0.0,2.0,0.2,0.015,0.027,0.0,0.044,0.0,18.0,0.85,66.0,7.0,353.0,9.0,0.53,,0.08
Salsa al curry,Curry sauce,100,78.0,2.3,0.7,87.9,0.3,9.1,0.7,0.1,1.3,False,18.6,0.0,0.2,6.9,0.3,0.03,,0.0,0.02,,30.0,1.1,180.0,18.0,980.0,31.0,1.6,0.2,0.2
Salsa al roquefort,Roquefort sauce,100,452.0,47.4874,7.23,46.538,0.0,0.1942,28.129,4.497,12.772,False,117.573,0.076,4.6626,20.14,0.266,0.0228,0.0152,0.228,0.0456,0.0,234.08,0.362,75.64,17.76,933.2,176.78,14.8,1.0,0.776
Salsa barbacoa,barbecue sauce,100,178.0,1.8,1.8,51.0,5.91,37.81,0.8,0.7,0.3,False,86.7,0.0,6.6,3.0,1.2,0.02,0.03,0.0,0.08,7.0,19.0,0.9,170.0,19.0,810.0,20.0,5.3,1.3,0.2
Salsa bechamel,bechamel sauce,100,152.0,10.3,4.1,74.5,0.3,10.8,3.5,1.8,4.4,False,127.83,0.62,0.71,4.0,0.963,0.18,0.05,0.4,0.06,,130.0,0.2,160.0,15.0,400.0,110.0,19.0,1.0,0.4
Salsa boloñesa,Bolognese sauce,100,145.0,11.1,8.0,76.4,1.1,3.4,4.7,2.6,3.1,False,212.5,,1.93,7.0,3.2,0.11,0.07,0.8,0.16,4.0,23.0,1.4,310.0,14.0,430.0,79.0,4.0,2.0,1.7
Salsa carbonara,Carbonara sauce,100,305.0,29.9394,7.481,60.039,0.0,2.01,9.931,1.1171,17.574,False,189.837,0.332,0.502,0.66,0.9642,0.1264,0.1651,0.298,0.0925,0.0,35.15,0.332,133.0,9.28,185.1,78.15,5.3,3.0,0.7481
Salsa de queso,cheese sauce,100,110.0,6.1,5.3,77.03,0.5,8.4,1.704,1.202,2.568,False,67.0,0.09,0.29,5.0,1.4,0.23,0.04,0.5,0.07,1.0,160.0,0.1,170.0,14.0,460.0,170.0,14.8,3.2,0.6
Salsa de soja,"Soya, sauce",100,64.0,0.1,8.7,65.08,1.6,6.7,0.017,0.044,0.011,False,0.0,0.0,0.0,11.0,4.8,0.13,0.05,0.0,0.2,0.0,19.0,2.7,360.0,43.0,5720.0,210.0,,0.8,0.2
Salsa napolitana,Napolitana sauce,100,76.0,4.7,1.9,86.9,1.4,6.5,1.4,2.9,0.47,False,57.49,0.0,3.09,5.29,1.095,,0.09,0.63,0.1,1.9,33.4,18.4,214.3,29.4,773.2,67.3,14.0,0.6,1.54
"Salsa siciliana, picante","Sicilian sauce, hot",100,67.0,4.6,1.3,58.6,1.8,5.2,3.4,0.63,0.59,False,31.61,0.0,1.64,6.31,3.917,,0.09,0.91,0.12,1.0,35.6,13.4,143.2,37.3,1343.0,54.2,1.4,1.4,1.03
"Salsa vinagreta, con aceite de oliva","Vinaigrette sauce, with olive oil",100,639.0,71.7573,0.2,21.9,0.0,0.2,50.4,8.1,10.1,False,0.3333,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,34.0,11.0,700.0,8.0,0.0,1.6,0.0
Salvado de trigo,"Wheat, bran",100,190.0,4.25,15.55,9.9,42.8,21.72,0.637,2.212,0.63,False,0.0,0.0,2.32,79.0,18.28,0.577,0.523,0.0,1.303,0.0,73.0,10.57,1182.0,611.0,2.0,1013.0,0.0,77.6,7.27
"San jacobo, congelado","Breadcrumbed fried loin, ham and cheese",100,238.0,13.34,4.14,52.8,4.52,25.16,4.2,5.584,2.484,False,11.4,0.7,0.67,12.02,4.9,0.17,0.42,13.41,0.11,0.0,31.1,0.97,214.3,20.8,493.3,187.3,21.6,10.2,0.29
Sandía,Watermelon,100,20.0,,0.4,94.6,0.5,4.5,0.0,0.1,0.1,False,18.0,0.0,0.1,3.0,0.3,0.02,0.02,0.0,0.07,5.0,7.0,0.3,120.0,11.0,4.0,5.5,,,0.1
Sangría,Sangria,100,71.0,,0.2,87.6,,3.8,,,,False,1.0,,0.01,0.0,0.07,0.01,0.01,,,4.0,7.0,0.5,78.0,10.0,3.0,9.0,0.0,0.0,0.3
Sardina,Sardine,100,140.0,7.5,18.1,74.4,0.0,0.0,1.8,2.28,2.64,True,64.0,8.0,1.6,8.0,6.4,0.38,0.12,8.5,0.96,0.0,43.0,1.1,24.0,29.0,100.0,475.0,16.0,30.0,0.5
"Sardina, asada","Sardine, roasted",100,256.0,21.2,16.67,75.5,0.0,0.0,2.8,2.9,2.6,False,56.61,7.11,1.44,6.09,5.76,0.26,0.04,24.85,0.82,0.0,83.3,2.5,18.5,23.85,57.5,245.1,26.83,0.0,0.82
"Sardina, enlatada, en aceite, escurrida","sardine, canned in oil, drained",100,237.0,15.75,23.93,58.88,0.0,0.0,7.17,4.85,2.8,False,49.0,8.2,0.3,8.7,12.57,0.31,0.04,29.6,0.47,0.0,314.0,2.9,388.0,49.3,366.0,430.0,33.4,50.0,2.8
